loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
7200,36 months,14.33,10,MORTGAGE,45000,home_improvement,DE,30.64,0,42.9,20,0,14,verified
25475,60 months,16.29,2,MORTGAGE,57774,debt_consolidation,MO,11.05,0,69.5,26,1,17,verified
12300,36 months,17.27,5,RENT,40000,credit_card,NY,12.51,0,63.6,18,1,6,not verified
6000,36 months,18.49,10,RENT,45000,debt_consolidation,NC,7.23,0,76.1,20,0,25,not verified
15000,36 months,16.29,9,RENT,89375.52,debt_consolidation,FL,6.27,2,68,21,0,19,verified
14500,36 months,6.03,10,MORTGAGE,48000,credit_card,CA,15.03,0,36.4,35,0,23,verified
14100,36 months,19.05,6,MORTGAGE,39500,credit_card,FL,23.67,0,63.1,15,1,15,not verified
8025,36 months,18.49,2,RENT,43408,debt_consolidation,AR,23.3,0,94.7,38,0,12,not verified
10000,36 months,13.11,,OWN,49678.8,major_purchase,TX,9.23,0,70.6,18,0,16,verified
3600,36 months,17.77,10,MORTGAGE,40000,credit_card,FL,30.87,0,57.9,21,0,18,verified
12675,36 months,13.11,10,MORTGAGE,80000,debt_consolidation,CA,4.49,0,66,12,0,11,not verified
10000,36 months,11.14,10,MORTGAGE,130000,debt_consolidation,LA,12.38,0,72.6,38,0,12,not verified
15000,36 months,8.9,10,MORTGAGE,50000,credit_card,UT,26.23,0,45.7,47,0,28,verified
4000,36 months,14.33,8,RENT,49800,debt_consolidation,CA,14.22,0,31.3,13,0,8,not verified
16800,60 months,23.63,10,MORTGAGE,44000,credit_card,MI,9.48,1,75.1,19,0,13,verified
33000,36 months,14.09,10,RENT,86000,debt_consolidation,AL,16.77,0,51.2,24,0,25,verified
5000,36 months,10.16,8,MORTGAGE,48000,credit_card,OH,16.95,0,65.4,27,0,15,not verified
20000,36 months,8.9,10,MORTGAGE,68000,debt_consolidation,TX,6.39,0,33.4,36,0,21,verified
35000,60 months,19.05,10,MORTGAGE,94500,debt_consolidation,TX,21.5,0,50.2,24,1,14,verified
10000,36 months,13.11,5,MORTGAGE,66000,credit_card,AZ,18.33,0,79.9,42,0,15,not verified
25000,60 months,18.49,10,MORTGAGE,105000,debt_consolidation,GA,16.3,0,68.1,38,0,15,verified
21000,60 months,15.8,10,RENT,52000,credit_card,NC,9.99,0,84.1,11,1,13,verified
35000,60 months,23.83,4,RENT,85000,debt_consolidation,GA,17.68,0,15.6,18,1,18,verified
20000,60 months,23.83,0,MORTGAGE,70000,debt_consolidation,KY,24.45,0,95.4,27,1,24,verified
10000,36 months,16.29,1,RENT,50000,medical,UT,23.98,0,62,19,0,6,not verified
9600,36 months,8.9,7,MORTGAGE,65000,debt_consolidation,TX,11.45,0,55.3,27,0,9,verified
4200,36 months,16.29,6,MORTGAGE,40000,debt_consolidation,SD,22.68,0,55.4,34,0,21,verified
5500,36 months,12.12,10,MORTGAGE,50000,debt_consolidation,CA,20.21,0,38.2,40,0,18,verified
11500,36 months,11.14,10,MORTGAGE,90500,home_improvement,CA,13.99,0,75.7,52,0,32,verified
5000,36 months,23.28,0,RENT,45000,debt_consolidation,AZ,11.17,1,41.4,49,1,17,not verified
11000,36 months,11.14,10,MORTGAGE,69000,debt_consolidation,CO,17.84,0,58.9,18,1,13,verified
14400,60 months,15.8,5,RENT,63000,debt_consolidation,CA,20.78,0,71.6,35,0,12,verified
6000,36 months,6.62,5,RENT,50000,debt_consolidation,CA,16.2,0,3.6,16,0,7,verified
18075,60 months,23.63,7,RENT,41000,debt_consolidation,TX,27.95,0,94.2,5,1,4,verified
11000,36 months,12.12,9,MORTGAGE,80000,debt_consolidation,VA,9.18,0,89.4,21,0,28,not verified
28125,60 months,22.47,10,MORTGAGE,76000,credit_card,GA,25.94,0,78.1,25,0,14,verified
9000,36 months,14.09,10,MORTGAGE,50000,credit_card,AK,28.25,0,53.4,17,0,11,not verified
14500,36 months,17.77,0,RENT,50000,debt_consolidation,OH,19.68,3,25.5,27,0,18,not verified
4000,36 months,19.72,5,MORTGAGE,35000,other,CO,22.83,0,93.3,29,1,21,verified
28000,60 months,21.49,5,MORTGAGE,100000,debt_consolidation,VA,16.63,0,71.6,37,0,22,verified
7000,36 months,15.31,0,RENT,32000,credit_card,AZ,9.7,0,81.3,13,0,16,verified
10000,36 months,7.9,9,RENT,63000,debt_consolidation,MD,18.61,0,29.1,20,0,8,not verified
10000,36 months,10.16,2,RENT,40000,credit_card,OR,6.78,0,50.7,12,0,15,not verified
13000,60 months,23.63,6,RENT,36395,debt_consolidation,NC,24.3,0,53.2,27,1,10,verified
7550,60 months,15.8,10,MORTGAGE,100000,debt_consolidation,SC,12.64,0,51.1,22,1,13,verified
12000,36 months,13.11,7,RENT,45000,debt_consolidation,NY,8.55,0,63,12,0,11,not verified
15000,36 months,13.11,10,RENT,57900,debt_consolidation,WA,17.7,1,20.8,33,0,16,verified
5000,36 months,12.12,10,OWN,70000,debt_consolidation,IL,4.1,1,55.3,43,0,14,verified
10000,36 months,19.05,4,MORTGAGE,40000,debt_consolidation,TX,17.7,0,82.3,13,0,12,verified
11625,36 months,6.62,10,MORTGAGE,100500,credit_card,CA,19.82,0,55.4,25,0,22,verified
8325,36 months,19.05,4,RENT,49900,debt_consolidation,AK,21.52,0,41.8,19,1,8,not verified
10000,36 months,14.09,10,MORTGAGE,70000,credit_card,TX,2.55,0,32.8,15,0,22,verified
10000,36 months,11.14,4,MORTGAGE,105000,credit_card,IL,2.4,0,37.5,32,0,35,verified
10625,36 months,16.29,,OWN,31114,home_improvement,GA,25.49,0,48,17,0,14,verified
10500,36 months,13.11,3,MORTGAGE,31512,debt_consolidation,WI,7.16,0,78.1,10,0,14,not verified
30000,36 months,15.8,5,MORTGAGE,94000,debt_consolidation,NY,21.18,0,66.9,20,1,23,verified
16150,60 months,23.28,10,MORTGAGE,87500,other,CA,21.3,0,63.2,19,0,15,verified
3000,36 months,17.27,4,RENT,40000,credit_card,FL,15.87,0,29.2,11,1,13,not verified
16000,60 months,23.76,2,RENT,112000,debt_consolidation,MN,16.11,5,94.6,24,0,11,verified
15875,36 months,12.12,5,RENT,36000,house,TX,9.18,0,41.5,25,0,13,not verified
16000,36 months,19.72,10,MORTGAGE,88000,credit_card,TN,25.87,0,75.9,45,1,14,verified
3600,36 months,14.33,10,MORTGAGE,70000,debt_consolidation,PA,15.6,0,99.1,19,0,15,verified
14400,36 months,15.8,2,RENT,78000,credit_card,TX,19.8,0,78.4,12,0,5,not verified
6250,36 months,18.75,1,MORTGAGE,60000,debt_consolidation,MT,20.04,0,95.7,22,1,17,not verified
9500,36 months,15.31,4,RENT,35000,debt_consolidation,CO,25.58,0,75.6,23,1,13,verified
19750,60 months,17.27,0,MORTGAGE,52000,debt_consolidation,TX,30.86,0,81.9,35,0,18,verified
6500,36 months,13.11,0,MORTGAGE,58000,credit_card,CA,6.33,0,78.3,44,0,17,verified
8400,36 months,19.05,7,RENT,63000,other,TX,16.19,0,54.5,15,0,15,not verified
10000,36 months,14.33,7,RENT,45898,debt_consolidation,AR,22.56,0,56.9,7,1,13,verified
14000,36 months,13.11,3,RENT,82000,major_purchase,NY,10.49,0,50.4,23,0,8,not verified
15000,36 months,8.9,3,RENT,205000,debt_consolidation,FL,13.43,0,76.5,34,1,16,verified
21000,36 months,18.49,6,RENT,86666,debt_consolidation,NH,24.08,0,61.3,33,0,12,verified
23500,60 months,16.29,5,MORTGAGE,62000,credit_card,IL,12.75,0,90.2,31,0,13,verified
10000,36 months,16.29,4,RENT,48000,debt_consolidation,NY,17.73,0,38.3,20,0,10,not verified
10375,36 months,14.33,5,RENT,30000,credit_card,NC,13.88,1,55,25,1,13,not verified
20000,36 months,11.14,3,MORTGAGE,95000,credit_card,NV,15.48,0,58.1,26,1,14,verified
18000,36 months,11.14,10,RENT,102000,debt_consolidation,CA,3.62,2,68.8,32,0,11,verified
20000,36 months,11.14,10,RENT,45000,credit_card,TN,26.37,1,42.7,34,1,21,verified
26500,60 months,22.47,10,MORTGAGE,60000,debt_consolidation,IL,34.52,0,69.8,37,1,27,verified
16000,36 months,13.11,5,MORTGAGE,75000,credit_card,WA,26.19,0,75.1,31,0,14,not verified
15800,36 months,17.77,3,MORTGAGE,42000,debt_consolidation,WV,18.11,1,68.2,26,0,9,verified
12000,36 months,16.29,10,RENT,92000,debt_consolidation,CA,20.13,0,90.1,24,1,9,not verified
9000,36 months,14.33,10,OWN,35000,debt_consolidation,LA,27.19,0,48,20,0,19,verified
12000,60 months,16.29,10,MORTGAGE,100000,debt_consolidation,CA,17.15,0,92.2,49,0,22,verified
5700,36 months,15.31,0,RENT,55000,credit_card,FL,18.65,0,86.2,30,0,12,not verified
10500,36 months,15.31,6,RENT,66400,debt_consolidation,WA,12.92,0,58.8,18,0,13,not verified
30000,60 months,21.49,3,MORTGAGE,120000,debt_consolidation,MO,26.44,0,84.4,34,1,22,verified
20000,60 months,21.98,7,RENT,123000,debt_consolidation,CA,13.12,1,36,28,0,17,verified
12000,36 months,7.62,10,MORTGAGE,69000,credit_card,WA,15.67,0,76.9,26,0,23,not verified
16000,60 months,17.27,3,MORTGAGE,53000,debt_consolidation,FL,25.33,0,85.1,25,1,15,verified
17000,36 months,19.72,10,RENT,50000,debt_consolidation,WI,19.97,0,87.8,14,0,7,not verified
24925,60 months,15.31,10,MORTGAGE,56000,debt_consolidation,WA,18.82,0,57,24,1,25,verified
8000,36 months,15.8,1,RENT,41600,debt_consolidation,NV,8.45,0,55.9,43,0,15,verified
8875,36 months,19.72,1,RENT,36000,debt_consolidation,MD,9.83,0,65.6,18,0,26,verified
2800,36 months,15.31,3,RENT,68000,credit_card,NY,3.47,0,94.7,15,0,15,verified
17000,36 months,17.77,10,MORTGAGE,65365,debt_consolidation,SC,24.58,0,91.8,23,1,16,not verified
15000,36 months,12.12,5,RENT,79000,debt_consolidation,VA,11.38,0,90.4,13,0,31,not verified
15000,36 months,6.62,6,MORTGAGE,83000,major_purchase,VA,10.52,0,4.7,22,0,7,verified
12000,36 months,17.77,2,RENT,74499,debt_consolidation,CA,8.06,0,85.2,8,0,8,not verified
24250,60 months,21.98,4,RENT,55000,debt_consolidation,TN,26.16,0,71.9,26,0,12,verified
17500,36 months,13.11,,MORTGAGE,79849,home_improvement,OR,28.27,0,36.5,33,0,12,verified
9600,36 months,18.49,10,OWN,51000,debt_consolidation,NY,22.28,0,41.4,63,0,15,not verified
9950,36 months,17.27,0,RENT,32000,debt_consolidation,MN,21.79,0,37.3,20,1,8,not verified
11500,36 months,12.12,8,RENT,33147,debt_consolidation,FL,24.05,0,34.3,15,1,9,verified
24925,60 months,16.29,1,MORTGAGE,70000,home_improvement,FL,25.53,0,79.6,23,0,17,verified
19000,36 months,10.16,6,MORTGAGE,53000,credit_card,IL,18.57,0,44.9,10,0,8,verified
10000,36 months,12.12,6,MORTGAGE,36400,car,AR,29.54,0,20,33,0,12,verified
26500,36 months,15.31,4,RENT,60000,debt_consolidation,NJ,26.92,0,58.3,30,0,18,verified
5600,36 months,12.12,5,MORTGAGE,32000,debt_consolidation,AL,30.26,0,22.2,25,0,17,verified
26300,60 months,21.98,5,MORTGAGE,85000,debt_consolidation,CA,10.25,0,91.3,24,0,15,verified
6000,36 months,18.49,7,MORTGAGE,63000,vacation,CA,25.98,1,36,30,0,19,verified
15900,36 months,14.33,0,MORTGAGE,60000,debt_consolidation,RI,6,0,43.3,19,0,8,verified
4025,36 months,14.33,2,MORTGAGE,30000,debt_consolidation,MI,32.09,0,50.4,24,1,12,verified
21200,36 months,7.9,10,MORTGAGE,110000,credit_card,MD,18.23,0,45.9,46,0,11,verified
4300,36 months,18.49,10,MORTGAGE,59000,debt_consolidation,VA,23.04,0,70.4,31,1,15,verified
16000,36 months,13.11,10,OWN,80000,credit_card,MO,6.23,0,67,12,0,13,verified
12000,36 months,6.03,2,MORTGAGE,100000,debt_consolidation,FL,9.66,0,18.8,48,0,28,not verified
9000,36 months,11.14,0,MORTGAGE,48000,debt_consolidation,WA,21.55,0,78.5,11,0,27,not verified
6300,36 months,15.31,5,RENT,41600,credit_card,NY,14.6,0,41.1,19,0,10,not verified
22000,60 months,17.77,6,MORTGAGE,175000,debt_consolidation,CA,1.3,2,50.9,26,0,17,verified
5000,36 months,14.33,,MORTGAGE,50000,debt_consolidation,CA,4.39,0,52.4,27,0,47,verified
1200,36 months,21.98,6,RENT,43000,other,CA,9.61,1,6.8,23,0,15,verified
1500,36 months,21,0,RENT,41600,other,OH,14.34,0,69,13,0,8,not verified
16000,36 months,19.05,10,MORTGAGE,70000,debt_consolidation,NC,28.63,0,89.3,27,1,11,verified
35000,60 months,23.28,10,MORTGAGE,82500,debt_consolidation,AZ,21.6,0,77.6,27,0,30,verified
22000,60 months,22.95,10,MORTGAGE,70000,debt_consolidation,SC,21.34,0,30.5,31,0,11,verified
14000,36 months,13.11,3,MORTGAGE,55000,debt_consolidation,IL,30.22,0,71.8,25,0,11,verified
5375,36 months,18.49,7,MORTGAGE,23000,debt_consolidation,MN,11.9,0,67.2,18,0,18,not verified
16000,60 months,22.47,3,RENT,60000,debt_consolidation,WA,14.82,0,42,14,0,20,verified
13400,36 months,6.03,10,MORTGAGE,59000,debt_consolidation,MI,4.09,0,32.3,19,0,14,not verified
10725,36 months,12.12,2,MORTGAGE,40000,debt_consolidation,GA,17.01,0,48.2,13,0,8,not verified
6025,36 months,16.29,4,RENT,28900,debt_consolidation,KS,22.92,0,76.9,15,0,11,verified
9750,36 months,14.33,6,RENT,53000,credit_card,NY,5.77,1,41.6,16,0,11,verified
8000,36 months,17.77,5,RENT,89000,debt_consolidation,IL,5.89,0,77.5,36,0,14,not verified
12000,60 months,19.72,2,MORTGAGE,45000,debt_consolidation,FL,17.01,1,44.5,10,0,3,verified
8925,36 months,17.27,8,RENT,45000,debt_consolidation,MI,14.91,0,40.1,25,0,8,not verified
24000,36 months,6.62,10,RENT,106000,credit_card,CA,9.31,0,83.8,19,0,19,verified
12000,36 months,17.27,10,RENT,41730,debt_consolidation,CO,17.92,0,66.4,17,0,12,not verified
8400,36 months,14.33,3,RENT,50000,debt_consolidation,NY,26.98,0,40.2,15,0,12,verified
10000,36 months,8.9,6,MORTGAGE,56000,credit_card,VA,16.09,0,39.4,25,0,7,not verified
16000,36 months,11.14,10,MORTGAGE,68000,debt_consolidation,OH,22.85,0,62,32,1,15,not verified
10000,36 months,6.62,10,MORTGAGE,202000,credit_card,MN,10.1,0,73.9,39,0,19,verified
2000,36 months,19.05,10,RENT,74295,medical,CA,15.23,0,85.4,15,0,11,verified
10000,36 months,14.33,10,MORTGAGE,56000,credit_card,MO,23.98,0,90.1,26,1,14,verified
21000,36 months,13.11,6,MORTGAGE,95000,debt_consolidation,NM,12.24,0,92.1,52,0,18,verified
18000,36 months,12.12,1,MORTGAGE,41000,debt_consolidation,NH,10.95,0,65.4,21,0,12,verified
16000,36 months,6.03,1,MORTGAGE,250000,home_improvement,CA,24.44,0,62.2,46,0,24,verified
21000,60 months,22.95,10,RENT,92000,debt_consolidation,AK,29.85,1,59.8,34,0,16,verified
14850,36 months,10.16,10,MORTGAGE,98784,debt_consolidation,CO,18.38,0,44.9,31,0,31,not verified
35000,60 months,23.83,5,RENT,144392,debt_consolidation,CA,22.85,0,37.8,21,0,17,verified
15500,36 months,18.49,4,MORTGAGE,50000,debt_consolidation,FL,17.96,0,72.3,15,1,17,not verified
20000,36 months,14.09,7,MORTGAGE,75510,debt_consolidation,TX,18.99,0,58.1,22,0,19,verified
12000,60 months,21.98,10,MORTGAGE,46900,debt_consolidation,OR,21.26,0,77.8,63,0,16,verified
11500,36 months,15.8,,MORTGAGE,65000,debt_consolidation,MD,12.2,0,45.2,39,1,7,verified
24000,36 months,6.03,10,MORTGAGE,98000,credit_card,OH,17.41,0,34.9,29,0,17,verified
25000,36 months,19.72,9,RENT,117464,debt_consolidation,MI,19.06,0,94.6,39,0,10,verified
28000,36 months,7.62,2,MORTGAGE,150000,credit_card,NV,16.62,0,47.4,32,0,26,verified
12000,36 months,13.11,2,RENT,86000,debt_consolidation,HI,9,0,61.7,37,0,17,not verified
12000,60 months,21.49,10,MORTGAGE,45000,vacation,IL,16.03,0,36.1,18,0,13,verified
8875,36 months,15.31,5,RENT,50000,debt_consolidation,CA,5.83,0,59.1,45,0,15,verified
30225,60 months,24.83,10,MORTGAGE,117000,debt_consolidation,TX,10.57,1,35.3,26,1,41,verified
21000,36 months,15.31,10,MORTGAGE,80000,credit_card,NJ,29.13,0,55.4,37,0,12,verified
10000,36 months,16.29,8,MORTGAGE,98000,other,NV,16.6,0,19.7,17,0,12,not verified
15000,36 months,18.49,4,RENT,68000,other,CO,15.29,0,67.5,16,0,6,verified
25000,36 months,10.16,6,MORTGAGE,142000,debt_consolidation,AZ,18.18,1,21.7,26,0,15,verified
20000,60 months,19.72,7,MORTGAGE,150000,other,GA,19.26,0,64.1,31,1,15,verified
15375,36 months,6.03,3,RENT,68000,debt_consolidation,AZ,12.97,0,1.3,31,0,24,verified
14000,36 months,7.62,,RENT,42000,debt_consolidation,NV,7.4,0,28,15,0,15,verified
10000,36 months,17.77,4,MORTGAGE,77500,credit_card,FL,15.51,0,89.6,19,0,13,not verified
14000,60 months,22.95,0,MORTGAGE,52000,debt_consolidation,FL,13.41,0,92.2,17,0,13,verified
24000,60 months,22.47,2,RENT,82000,debt_consolidation,IN,11.55,1,39.1,25,0,12,verified
10000,36 months,10.16,6,RENT,41621,credit_card,IL,12.4,0,54.8,23,1,16,not verified
9600,36 months,16.29,2,RENT,86500,debt_consolidation,CA,30.42,0,74.9,26,0,22,verified
13800,36 months,14.09,10,MORTGAGE,142000,debt_consolidation,MI,15.93,0,76.7,33,0,11,not verified
11000,36 months,14.09,0,RENT,49200,debt_consolidation,CA,13.29,0,66.3,29,0,18,verified
12000,60 months,19.72,2,RENT,45000,debt_consolidation,GA,25.44,0,62,13,1,10,verified
24000,60 months,17.27,0,MORTGAGE,140000,credit_card,KY,15.26,0,86.1,24,0,21,verified
19200,36 months,15.8,6,RENT,60000,debt_consolidation,FL,5.44,0,44.4,12,0,6,verified
30000,60 months,19.72,10,MORTGAGE,85000,debt_consolidation,IL,18.11,3,31.7,31,1,13,verified
10175,36 months,11.14,3,MORTGAGE,72000,credit_card,CA,13.05,0,67.2,41,0,28,verified
20000,36 months,14.33,3,MORTGAGE,61700,debt_consolidation,TX,27.95,1,50.9,50,0,9,verified
9000,36 months,15.31,,MORTGAGE,42000,debt_consolidation,MT,8.01,0,46.6,21,0,12,verified
17500,60 months,16.29,3,RENT,40000,debt_consolidation,AZ,18.57,0,62.3,21,1,9,verified
14125,60 months,17.77,2,RENT,60000,debt_consolidation,FL,9.9,0,66.9,35,0,11,verified
35000,36 months,21,10,MORTGAGE,240000,debt_consolidation,CA,18.64,2,43.7,29,1,16,verified
6000,36 months,20.49,0,RENT,50000,debt_consolidation,CA,15.48,0,42.9,14,0,6,verified
25450,60 months,24.89,10,MORTGAGE,103000,debt_consolidation,FL,18.28,0,75.3,32,0,12,verified
20000,36 months,16.29,6,MORTGAGE,68000,credit_card,MN,16.2,0,83,36,0,12,verified
4000,36 months,12.12,10,MORTGAGE,70000,credit_card,NY,14.37,0,36.8,9,0,18,not verified
16000,60 months,15.31,10,MORTGAGE,65000,debt_consolidation,GA,12.21,0,49,23,0,9,verified
8825,36 months,13.11,1,RENT,36000,debt_consolidation,TX,24,0,11.1,13,1,6,verified
10400,36 months,15.8,10,OWN,90000,debt_consolidation,PA,23.19,0,90.2,32,0,11,not verified
16000,60 months,23.28,10,RENT,36960,debt_consolidation,LA,33.86,0,52.1,28,1,19,verified
10000,36 months,15.31,,RENT,52000,debt_consolidation,PA,29.03,0,55.8,62,0,10,verified
5700,36 months,12.12,0,RENT,22000,credit_card,MO,30.33,0,72.8,19,0,10,verified
26500,60 months,24.89,3,MORTGAGE,60000,debt_consolidation,FL,18.12,0,100.7,23,1,16,verified
3000,36 months,14.33,2,MORTGAGE,28000,debt_consolidation,UT,29.57,0,18.5,17,0,6,verified
10000,36 months,17.77,6,RENT,30720,debt_consolidation,NY,19.88,0,61.4,25,0,13,not verified
23500,36 months,15.31,7,MORTGAGE,288500,debt_consolidation,NC,22.16,0,85.7,36,0,17,verified
11000,36 months,15.8,0,RENT,36000,debt_consolidation,VA,16.97,0,78.1,7,1,14,verified
6000,36 months,21.49,7,RENT,43000,other,FL,25.23,0,43.2,24,1,7,not verified
9600,36 months,15.31,1,RENT,48000,debt_consolidation,NY,15.45,1,90.5,26,0,7,not verified
20000,60 months,22.47,10,MORTGAGE,85000,debt_consolidation,NV,20.39,0,43.9,39,0,14,verified
17600,36 months,11.14,8,RENT,100000,debt_consolidation,IL,16.68,0,65.9,36,0,15,not verified
6300,36 months,17.27,1,RENT,32000,debt_consolidation,VA,16.73,1,36.9,28,0,11,verified
28000,60 months,11.14,7,MORTGAGE,125000,home_improvement,CA,10.87,0,0.6,45,0,13,verified
9125,36 months,7.9,3,RENT,68000,debt_consolidation,AZ,6.23,0,54.1,21,0,39,verified
16000,60 months,23.83,3,MORTGAGE,93000,other,CA,24,0,76.4,23,1,21,verified
33000,60 months,21.98,3,MORTGAGE,120000,debt_consolidation,CA,23.65,1,82.5,32,1,13,verified
2000,36 months,18.49,5,MORTGAGE,63000,debt_consolidation,LA,20.88,2,85.3,13,1,50,verified
10000,36 months,15.31,3,OWN,65000,credit_card,FL,11.45,0,39.9,24,0,10,not verified
21000,36 months,12.12,8,MORTGAGE,175000,debt_consolidation,TX,17.02,0,67.5,45,0,21,verified
34475,36 months,14.09,7,MORTGAGE,86000,home_improvement,WA,2.79,0,37.2,18,0,10,verified
6400,36 months,10.16,3,RENT,53000,debt_consolidation,KY,12.49,0,20.2,41,0,12,verified
8875,36 months,13.11,1,MORTGAGE,45000,home_improvement,FL,27.12,0,43,23,0,17,verified
3600,36 months,6.62,10,MORTGAGE,40000,debt_consolidation,NY,9.81,0,3.4,46,0,18,not verified
1600,36 months,18.75,0,RENT,41805,other,NC,1.15,0,40.5,22,0,11,not verified
10800,36 months,19.72,0,RENT,60000,debt_consolidation,GA,8.16,0,95.4,11,0,7,verified
1200,36 months,14.33,2,RENT,18000,other,DE,0,0,0,6,0,20,verified
21000,36 months,6.03,10,MORTGAGE,147000,debt_consolidation,TX,11.43,0,41.3,28,0,24,verified
10625,36 months,16.29,7,RENT,62000,debt_consolidation,CA,16.18,0,68.7,22,1,13,verified
12000,36 months,16.29,10,MORTGAGE,55000,debt_consolidation,AL,29.28,0,50.7,34,0,16,not verified
9750,36 months,18.75,5,RENT,29162.42,debt_consolidation,OK,14.81,0,58.1,9,1,4,not verified
13000,36 months,12.12,1,RENT,80000,debt_consolidation,CA,21.11,2,44.7,25,0,12,verified
14000,36 months,12.12,10,MORTGAGE,84000,credit_card,NY,15.37,0,34.5,37,1,19,verified
16000,60 months,22.47,7,MORTGAGE,45000,debt_consolidation,FL,19.1,0,66.3,36,0,9,verified
17500,60 months,16.29,1,MORTGAGE,58000,debt_consolidation,AZ,19.88,0,66.1,26,1,13,verified
35000,60 months,17.77,10,RENT,160000,debt_consolidation,VA,8.38,0,13.1,34,0,22,verified
35000,60 months,21.49,2,OWN,168000,credit_card,PA,19.98,0,59.5,60,0,15,verified
15000,36 months,12.12,10,RENT,120000,credit_card,TX,3.89,0,52,25,0,7,not verified
9600,36 months,11.14,10,OWN,48479.46,debt_consolidation,WV,12.01,0,16.7,41,0,11,verified
12800,36 months,19.72,5,RENT,60000,debt_consolidation,MA,28.72,0,51.1,30,0,17,verified
18000,60 months,22.95,5,MORTGAGE,70100,debt_consolidation,VA,16.28,0,89.8,18,1,6,verified
11000,36 months,13.11,0,RENT,46000,credit_card,NJ,31.41,0,57.9,30,0,10,verified
35000,36 months,16.29,10,MORTGAGE,285000,credit_card,MN,20.65,0,89.7,28,0,37,verified
11400,36 months,14.33,3,MORTGAGE,51000,debt_consolidation,AZ,21.91,0,74.5,23,0,11,not verified
18000,60 months,23.28,5,RENT,40567,credit_card,MA,25.11,0,84.1,16,1,5,verified
6000,36 months,12.12,0,RENT,57000,debt_consolidation,MD,22.19,0,63.9,28,0,13,verified
17000,36 months,12.12,3,RENT,45000,credit_card,CA,19.87,0,57.1,33,0,12,not verified
14000,60 months,23.63,3,MORTGAGE,90000,debt_consolidation,WA,11.15,2,86.8,40,1,18,verified
26000,60 months,17.27,8,RENT,75000,debt_consolidation,HI,24.31,0,48.4,26,0,25,verified
2800,36 months,14.33,10,MORTGAGE,60000,debt_consolidation,CA,18.31,1,42.8,24,0,19,verified
15000,36 months,10.16,10,MORTGAGE,95000,credit_card,OH,15.8,0,85.1,20,0,26,not verified
8400,36 months,12.12,6,RENT,42000,credit_card,HI,18.83,0,87.7,15,0,12,verified
18000,60 months,17.27,5,MORTGAGE,45000,debt_consolidation,OH,20,0,90.9,37,0,13,verified
18000,60 months,17.27,2,MORTGAGE,48000,house,AL,15.08,0,68.3,14,1,6,verified
